BillType,CgstRate,CustomerId,Date,Discount,GstAmount,Id,IgstRate,ItemDescription,MakingCharges,Metal,Purity,RatePerGram,SgstRate,Status,SubTotal,TotalAmount,Weight
KACHA,1.5,C08025,2025-05-19,874,3386.90,INV-005509,0,Gold Bracelet 22K,222,GOLD,24K,6703,1.5,PAID,112896.82,116283.72,16.94
PAKKA,1.5,C06717,2024-06-10,288,38.00,INV-005510,0,Silver Thali,468,SILVER,999,104,1.5,PAID,1266.8,1304.80,10.45
PAKKA,1.5,C01788,2024-08-12,1523,38.72,INV-005511,0,Silver Payal,335,SILVER,999,94,1.5,PENDING,1290.78,1329.50,26.37
PAKKA,1.5,C07939,2024-05-26,2740,6968.36,INV-005512,0,Gold Necklace 22K,284,GOLD,18K,6982,1.5,PAID,232278.84,239247.20,33.62
PAKKA,1.5,C00512,2025-05-13,2726,5315.94,INV-005513,0,Gold Chain 22K,492,GOLD,22K,7143,1.5,PAID,177198.16,182514.10,25.12
PAKKA,1.5,C09880,2025-12-04,2092,-49.32,INV-005514,0,Silver Thali,124,SILVER,999,76,1.5,PAID,-1644.24,-1693.56,4.26
PAKKA,1.5,C04865,2025-11-20,1394,8237.96,INV-005515,0,Gold Nose Pin 22K,471,GOLD,24K,7287,1.5,PAID,274598.47,282836.43,37.81
PAKKA,1.5,C04781,2025-01-28,2672,892.40,INV-005516,0,Gold Mangalsutra 22K,270,GOLD,18K,7290,1.5,PAID,29746.9,30639.30,4.41
PAKKA,1.5,C02977,2025-11-30,1120,6012.84,INV-005517,0,Gold Bracelet 22K,492,GOLD,18K,6605,1.5,PAID,200428.2,206441.04,30.44
PAKKA,1.5,C00955,2024-04-28,1879,6063.16,INV-005518,0,Gold Ring 22K,450,GOLD,24K,6589,1.5,PENDING,202105.21,208168.37,30.89
KACHA,1.5,C08903,2024-01-31,2536,6403.64,INV-005519,0,Gold Mangalsutra 22K,252,GOLD,22K,7092,1.5,PAID,213454.64,219858.28,30.42
KACHA,1.5,C00650,2025-01-26,23,5441.22,INV-005520,0,Gold Nose Pin 22K,349,GOLD,22K,7031,1.5,PENDING,181374.25,186815.47,25.75
KACHA,1.5,C00252,2024-12-05,2620,10151.74,INV-005521,0,Gold Mangalsutra 22K,239,GOLD,24K,6791,1.5,PAID,338391.38,348543.12,50.18
PAKKA,1.5,C07176,2024-09-17,966,5350.76,INV-005522,0,Gold Earrings 22K,175,GOLD,24K,6843,1.5,PAID,178358.74,183709.50,26.18
PAKKA,1.5,C09987,2025-02-23,294,8404.42,INV-005523,0,Gold Chain 22K,429,GOLD,24K,6550,1.5,PENDING,280147.5,288551.92,42.75
KACHA,1.5,C00206,2025-04-07,739,4156.80,INV-005524,0,Gold Anklet 22K,239,GOLD,18K,6953,1.5,PAID,138560,142716.80,20
KACHA,1.5,C01688,2024-06-12,1728,228.92,INV-005525,0,Gold Bangle 22K,146,GOLD,22K,6927,1.5,PENDING,7630.91,7859.83,1.33
PAKKA,1.5,C08987,2024-02-18,242,476.06,INV-005526,0,Gold Necklace 22K,459,GOLD,22K,7635,1.5,PAID,15868.75,16344.81,2.05
PAKKA,1.5,C00064,2025-12-05,2638,10451.12,INV-005527,0,Gold Bangle 22K,362,GOLD,24K,6938,1.5,PENDING,348370.52,358821.64,50.54
KACHA,1.5,C05819,2024-01-30,2979,43.52,INV-005528,0,Silver Bangle,268,SILVER,999,84,1.5,PAID,1450.36,1493.88,49.54
PAKKA,1.5,C07562,2024-10-07,1871,3563.36,INV-005529,0,Gold Chain 22K,366,GOLD,24K,7565,1.5,PAID,118778.5,122341.86,15.9
PAKKA,1.5,C05603,2025-07-02,2037,2561.28,INV-005530,0,Gold Necklace 22K,147,GOLD,24K,7408,1.5,PAID,85376.24,87937.52,11.78
KACHA,1.5,C07260,2025-02-17,725,4906.58,INV-005531,0,Gold Bracelet 22K,312,GOLD,24K,7591,1.5,PAID,163552.6,168459.18,21.6
PAKKA,1.5,C04525,2025-01-29,655,7.78,INV-005532,0,Silver Bangle,230,SILVER,999,104,1.5,PENDING,259.32,267.10,6.58
PAKKA,1.5,C00168,2024-12-16,1129,375.28,INV-005533,0,Gold Ring 22K,183,GOLD,22K,7559,1.5,PENDING,12509.02,12884.30,1.78
KACHA,1.5,C01753,2024-12-11,495,91.94,INV-005534,0,Silver Payal,370,SILVER,999,101,1.5,PAID,3064.58,3156.52,31.58
KACHA,1.5,C04487,2024-08-08,1679,8501.84,INV-005535,0,Gold Earrings 22K,324,GOLD,24K,6619,1.5,PENDING,283394.38,291896.22,43.02
PAKKA,1.5,C01775,2024-03-27,175,3056.06,INV-005536,0,Gold Bangle 22K,222,GOLD,24K,6690,1.5,PAID,101868.8,104924.86,15.22
PAKKA,1.5,C09166,2025-04-17,2497,42.36,INV-005537,0,Silver Chain,134,SILVER,999,93,1.5,PAID,1411.87,1454.23,40.59
KACHA,1.5,C00517,2024-02-18,305,2201.46,INV-005538,0,Gold Earrings 22K,169,GOLD,22K,7236,1.5,PAID,73381.76,75583.22,10.16
PAKKA,1.5,C08611,2024-11-04,1089,6265.56,INV-005539,0,Gold Pendant 18K,254,GOLD,18K,7296,1.5,PENDING,208852.04,215117.60,28.74
KACHA,1.5,C01591,2024-05-06,2878,4637.40,INV-005540,0,Gold Mangalsutra 22K,233,GOLD,24K,7548,1.5,PAID,154579.84,159217.24,20.83
PAKKA,1.5,C08326,2025-12-17,1023,2013.32,INV-005541,0,Gold Nose Pin 22K,164,GOLD,24K,6723,1.5,PENDING,67110.53,69123.85,10.11
PAKKA,1.5,C03232,2025-09-19,2541,4086.02,INV-005542,0,Gold Necklace 22K,169,GOLD,24K,6555,1.5,PAID,136200.7,140286.72,21.14
PAKKA,1.5,C02896,2024-11-13,344,9625.78,INV-005543,0,Gold Necklace 22K,146,GOLD,22K,7608,1.5,PENDING,320859.6,330485.38,42.2
PAKKA,1.5,C07394,2025-08-12,803,11106.04,INV-005544,0,Gold Pendant 18K,119,GOLD,22K,7470,1.5,PENDING,370201.5,381307.54,49.65
KACHA,1.5,C08939,2025-04-08,1204,9249.10,INV-005545,0,Gold Bracelet 22K,115,GOLD,18K,6776,1.5,PAID,308303.16,317552.26,45.66
PAKKA,1.5,C03452,2024-08-05,1159,6568.16,INV-005546,0,Gold Chain 22K,441,GOLD,24K,7247,1.5,PAID,218938.57,225506.73,30.31
PAKKA,1.5,C06050,2024-06-22,676,10084.70,INV-005547,0,Gold Bangle 22K,461,GOLD,22K,6841,1.5,PAID,336156.97,346241.67,49.17
KACHA,1.5,C05338,2025-05-28,582,7971.72,INV-005548,0,Gold Bangle 22K,268,GOLD,22K,7341,1.5,PENDING,265723.84,273695.56,36.24
PAKKA,1.5,C00065,2024-06-23,606,5456.26,INV-005549,0,Gold Mangalsutra 22K,472,GOLD,22K,6799,1.5,PAID,181875.23,187331.49,26.77
PAKKA,1.5,C04156,2025-02-12,1757,15.86,INV-005550,0,Silver Idol,461,SILVER,999,77,1.5,PENDING,528.9,544.76,23.7
PAKKA,1.5,C05588,2024-03-26,1110,7945.94,INV-005551,0,Gold Chain 22K,313,GOLD,18K,6765,1.5,PAID,264864.55,272810.49,39.27
KACHA,1.5,C02195,2024-09-10,1594,-5.00,INV-005552,0,Silver Chain,139,SILVER,999,107,1.5,PAID,-166.72,-171.72,12.04
PAKKA,1.5,C01937,2025-03-09,2969,-63.30,INV-005553,0,Silver Payal,113,SILVER,999,100,1.5,PAID,-2110,-2173.30,7.46
KACHA,1.5,C06651,2025-01-29,1652,6282.50,INV-005554,0,Gold Nose Pin 22K,327,GOLD,24K,6946,1.5,PAID,209416.64,215699.14,30.34
KACHA,1.5,C01249,2024-12-02,1163,6739.88,INV-005555,0,Gold Necklace 22K,393,GOLD,24K,7673,1.5,PAID,224662.74,231402.62,29.38
KACHA,1.5,C08952,2025-04-24,1913,2413.28,INV-005556,0,Gold Bangle 22K,280,GOLD,24K,7187,1.5,PENDING,80442.54,82855.82,11.42
PAKKA,1.5,C01330,2024-04-14,1347,49.68,INV-005557,0,Silver Coin 999,139,SILVER,999,75,1.5,PAID,1656.25,1705.93,38.19
PAKKA,1.5,C08235,2024-09-15,2810,16.92,INV-005558,0,Silver Bangle,329,SILVER,999,85,1.5,PAID,563.7,580.62,35.82
KACHA,1.5,C04142,2024-12-18,1075,4703.44,INV-005559,0,Gold Pendant 18K,455,GOLD,18K,7119,1.5,PAID,156781.09,161484.53,22.11
KACHA,1.5,C03226,2024-06-13,1125,1473.04,INV-005560,0,Gold Earrings 22K,201,GOLD,22K,7250,1.5,PAID,49101,50574.04,6.9
PAKKA,1.5,C08752,2025-04-16,2553,7632.66,INV-005561,0,Gold Bracelet 22K,293,GOLD,22K,6538,1.5,PAID,254421.88,262054.54,39.26
PAKKA,1.5,C04082,2025-12-21,1289,2714.92,INV-005562,0,Gold Chain 22K,182,GOLD,18K,7179,1.5,PENDING,90497.04,93211.96,12.76
PAKKA,1.5,C09940,2025-05-14,1699,7095.00,INV-005563,0,Gold Anklet 22K,249,GOLD,22K,7478,1.5,PAID,236499.96,243594.96,31.82
KACHA,1.5,C02073,2025-06-23,575,-9.82,INV-005564,0,Silver Thali,110,SILVER,999,93,1.5,PAID,-327.36,-337.18,1.48
KACHA,1.5,C08661,2024-03-05,2948,4610.86,INV-005565,0,Gold Necklace 22K,216,GOLD,24K,7091,1.5,PAID,153695.46,158306.32,22.06
KACHA,1.5,C04860,2025-09-07,1728,-4.48,INV-005566,0,Silver Payal,194,SILVER,999,75,1.5,PAID,-149.5,-153.98,18.46
KACHA,1.5,C07493,2025-11-09,2224,2137.00,INV-005567,0,Gold Bangle 22K,488,GOLD,22K,7738,1.5,PAID,71233.34,73370.34,9.43
PAKKA,1.5,C02259,2025-12-08,969,2582.60,INV-005568,0,Gold Earrings 22K,430,GOLD,18K,6523,1.5,PENDING,86086.44,88669.04,13.28
KACHA,1.5,C01242,2024-09-25,2943,9192.92,INV-005569,0,Gold Pendant 18K,200,GOLD,22K,7222,1.5,PENDING,306430.82,315623.74,42.81
PAKKA,1.5,C09331,2025-05-30,1987,687.52,INV-005570,0,Gold Mangalsutra 22K,167,GOLD,18K,7635,1.5,PENDING,22917.4,23604.92,3.24
PAKKA,1.5,C08432,2025-02-25,812,10358.00,INV-005571,0,Gold Ring 22K,197,GOLD,22K,7043,1.5,PAID,345266.73,355624.73,49.11
PAKKA,1.5,C00288,2024-06-15,2177,3126.56,INV-005572,0,Gold Necklace 22K,315,GOLD,24K,6947,1.5,PAID,104218.69,107345.25,15.27
PAKKA,1.5,C06023,2024-05-07,2380,852.66,INV-005573,0,Gold Ring 22K,199,GOLD,24K,7670,1.5,PENDING,28422.3,29274.96,3.99
KACHA,1.5,C09803,2025-05-13,860,7401.82,INV-005574,0,Gold Anklet 22K,419,GOLD,24K,6883,1.5,PAID,246727.53,254129.35,35.91
PAKKA,1.5,C03977,2024-10-12,340,9125.16,INV-005575,0,Gold Chain 22K,495,GOLD,18K,6510,1.5,PAID,304172,313297.16,46.7
KACHA,1.5,C09311,2024-12-28,1501,60.54,INV-005576,0,Silver Thali,174,SILVER,999,80,1.5,PENDING,2017.8,2078.34,41.81
KACHA,1.5,C02456,2024-06-25,2978,5668.20,INV-005577,0,Gold Necklace 22K,226,GOLD,22K,6764,1.5,PAID,188939.76,194607.96,28.34
PAKKA,1.5,C04041,2025-11-26,958,108.98,INV-005578,0,Silver Glass Set,101,SILVER,999,96,1.5,PAID,3632.92,3741.90,46.77
KACHA,1.5,C03925,2025-10-10,2926,5930.20,INV-005579,0,Gold Anklet 22K,380,GOLD,24K,6969,1.5,PAID,197673.37,203603.57,28.73
KACHA,1.5,C01902,2025-08-18,2897,9793.88,INV-005580,0,Gold Bracelet 22K,266,GOLD,24K,6962,1.5,PAID,326462.74,336256.62,47.27
PAKKA,1.5,C00523,2024-07-10,1253,-21.08,INV-005581,0,Silver Payal,444,SILVER,999,105,1.5,PENDING,-702.95,-724.03,1.01
KACHA,1.5,C05013,2024-06-17,648,6252.30,INV-005582,0,Gold Bracelet 22K,264,GOLD,24K,6675,1.5,PAID,208410,214662.30,31.28
KACHA,1.5,C01342,2025-08-12,1201,4611.88,INV-005583,0,Gold Chain 22K,241,GOLD,22K,7215,1.5,PAID,153729.6,158341.48,21.44
PAKKA,1.5,C04205,2024-10-08,2968,10596.68,INV-005584,0,Gold Anklet 22K,291,GOLD,24K,7311,1.5,PAID,353222.48,363819.16,48.68
KACHA,1.5,C09711,2025-03-03,196,368.08,INV-005585,0,Gold Nose Pin 22K,317,GOLD,24K,7689,1.5,PAID,12269.62,12637.70,1.58
PAKKA,1.5,C05790,2024-02-19,1516,2893.08,INV-005586,0,Gold Pendant 18K,111,GOLD,22K,7620,1.5,PAID,96435.8,99328.88,12.84
KACHA,1.5,C02018,2024-03-01,2218,3812.64,INV-005587,0,Gold Bangle 22K,412,GOLD,24K,6878,1.5,PENDING,127087.72,130900.36,18.74
PAKKA,1.5,C02762,2024-12-06,1125,3077.62,INV-005588,0,Gold Pendant 18K,180,GOLD,22K,6758,1.5,PAID,102587.56,105665.18,15.32
PAKKA,1.5,C06454,2024-01-07,2793,-39.76,INV-005589,0,Silver Payal,254,SILVER,999,105,1.5,PAID,-1325.2,-1364.96,11.56
PAKKA,1.5,C04569,2024-08-23,594,4177.44,INV-005590,0,Gold Bangle 22K,151,GOLD,24K,7688,1.5,PAID,139247.96,143425.40,18.17
KACHA,1.5,C03478,2025-02-16,1970,50.98,INV-005591,0,Silver Bangle,396,SILVER,999,89,1.5,PAID,1699.42,1750.40,36.78
KACHA,1.5,C02433,2025-07-08,727,2045.80,INV-005592,0,Gold Nose Pin 22K,391,GOLD,24K,7539,1.5,PAID,68193.51,70239.31,9.09
KACHA,1.5,C02930,2025-08-26,22,549.90,INV-005593,0,Gold Nose Pin 22K,336,GOLD,22K,6956,1.5,PAID,18330.04,18879.94,2.59
PAKKA,1.5,C06506,2025-02-16,2428,-27.90,INV-005594,0,Silver Glass Set,319,SILVER,999,76,1.5,PAID,-930.24,-958.14,15.51
KACHA,1.5,C09322,2024-12-14,1485,11211.78,INV-005595,0,Gold Bangle 22K,243,GOLD,22K,7431,1.5,PAID,373726.26,384938.04,50.46
KACHA,1.5,C09310,2025-02-19,174,11135.48,INV-005596,0,Gold Pendant 18K,134,GOLD,18K,7681,1.5,PAID,371182.73,382318.21,48.33
KACHA,1.5,C09035,2024-03-31,2954,-19.46,INV-005597,0,Silver Coin 999,377,SILVER,999,96,1.5,PENDING,-648.36,-667.82,20.09
KACHA,1.5,C03193,2024-05-12,340,5621.26,INV-005598,0,Gold Bangle 22K,247,GOLD,22K,7454,1.5,PAID,187375.1,192996.36,25.15
KACHA,1.5,C00218,2025-12-23,1395,3464.22,INV-005599,0,Gold Mangalsutra 22K,498,GOLD,24K,6612,1.5,PAID,115474.2,118938.42,17.6
PAKKA,1.5,C08299,2024-01-10,2535,1793.40,INV-005600,0,Gold Ring 22K,417,GOLD,22K,6613,1.5,PAID,59779.68,61573.08,9.36
PAKKA,1.5,C03272,2025-11-07,1648,6271.16,INV-005601,0,Gold Necklace 22K,111,GOLD,24K,6668,1.5,PAID,209038.44,215309.60,31.58
KACHA,1.5,C07522,2024-12-23,1003,64.56,INV-005602,0,Silver Chain,419,SILVER,999,109,1.5,PAID,2151.9,2216.46,25.1
KACHA,1.5,C00448,2025-09-29,2298,2117.00,INV-005603,0,Gold Pendant 18K,343,GOLD,22K,6623,1.5,PENDING,70566.85,72683.85,10.95
KACHA,1.5,C03547,2024-11-26,1112,3298.54,INV-005604,0,Gold Bangle 22K,358,GOLD,18K,7567,1.5,PAID,109951.21,113249.75,14.63
KACHA,1.5,C07251,2025-11-28,1254,1643.96,INV-005605,0,Gold Nose Pin 22K,288,GOLD,24K,6615,1.5,PAID,54798.45,56442.41,8.43
PAKKA,1.5,C08944,2024-04-22,2393,6757.32,INV-005606,0,Gold Anklet 22K,337,GOLD,18K,6541,1.5,PAID,225243.75,232001.07,34.75
PAKKA,1.5,C02355,2025-12-11,1798,10807.94,INV-005607,0,Gold Earrings 22K,343,GOLD,22K,7370,1.5,PAID,360264.6,371072.54,49.08
KACHA,1.5,C01370,2024-06-28,2588,-7.12,INV-005608,0,Silver Glass Set,480,SILVER,999,92,1.5,PAID,-237.64,-244.76,20.33
PAKKA,1.5,C06731,2024-07-04,1516,6664.96,INV-005609,0,Gold Pendant 18K,239,GOLD,24K,7660,1.5,PAID,222165.2,228830.16,29.17
KACHA,1.5,C03473,2025-04-29,592,55.14,INV-005610,0,Silver Bangle,189,SILVER,999,79,1.5,PAID,1838.23,1893.37,28.37
PAKKA,1.5,C03588,2025-04-27,766,3389.80,INV-005611,0,Gold Nose Pin 22K,221,GOLD,18K,7656,1.5,PAID,112993.48,116383.28,14.83
KACHA,1.5,C08956,2024-02-20,157,3722.32,INV-005612,0,Gold Mangalsutra 22K,457,GOLD,24K,6888,1.5,PAID,124077.36,127799.68,17.97
KACHA,1.5,C09990,2024-03-09,2220,-40.84,INV-005613,0,Silver Coin 999,198,SILVER,999,106,1.5,PAID,-1361.62,-1402.46,6.23
PAKKA,1.5,C08252,2025-09-06,1887,1118.64,INV-005614,0,Gold Necklace 22K,469,GOLD,22K,7012,1.5,PENDING,37288.24,38406.88,5.52
PAKKA,1.5,C06650,2025-04-27,132,63.96,INV-005615,0,Silver Payal,231,SILVER,999,106,1.5,PENDING,2132.08,2196.04,19.18
PAKKA,1.5,C07581,2025-09-13,2947,6843.78,INV-005616,0,Gold Bangle 22K,433,GOLD,18K,7665,1.5,PENDING,228125.85,234969.63,30.09
PAKKA,1.5,C03971,2024-12-14,2386,1410.74,INV-005617,0,Gold Nose Pin 22K,219,GOLD,22K,7364,1.5,PAID,47024.52,48435.26,6.68
PAKKA,1.5,C01764,2025-01-26,2986,-5.78,INV-005618,0,Silver Thali,473,SILVER,999,82,1.5,PAID,-192.4,-198.18,28.3
PAKKA,1.5,C01148,2025-04-15,369,7924.22,INV-005619,0,Gold Bracelet 22K,362,GOLD,18K,7744,1.5,PAID,264140.84,272065.06,34.11
PAKKA,1.5,C03613,2025-01-24,2094,7241.68,INV-005620,0,Gold Pendant 18K,260,GOLD,22K,7089,1.5,PENDING,241389.59,248631.27,34.31
PAKKA,1.5,C07758,2025-09-17,2937,14.78,INV-005621,0,Silver Bangle,166,SILVER,999,88,1.5,PAID,492.92,507.70,37.09
KACHA,1.5,C07234,2025-03-01,1374,7108.56,INV-005622,0,Gold Chain 22K,226,GOLD,22K,7703,1.5,PENDING,236951.73,244060.29,30.91
KACHA,1.5,C04475,2025-05-09,461,7590.14,INV-005623,0,Gold Mangalsutra 22K,287,GOLD,18K,7074,1.5,PAID,253004.46,260594.60,35.79
KACHA,1.5,C02623,2025-07-31,2638,8589.88,INV-005624,0,Gold Necklace 22K,376,GOLD,18K,7762,1.5,PAID,286329.16,294919.04,37.18
KACHA,1.5,C05058,2025-02-06,498,2352.32,INV-005625,0,Gold Ring 22K,358,GOLD,24K,6708,1.5,PAID,78410.68,80763.00,11.71
KACHA,1.5,C06742,2025-05-20,2160,3825.04,INV-005626,0,Gold Anklet 22K,241,GOLD,24K,7387,1.5,PAID,127501.24,131326.28,17.52
PAKKA,1.5,C07936,2025-01-17,2999,6168.86,INV-005627,0,Gold Mangalsutra 22K,281,GOLD,22K,7579,1.5,PENDING,205628.71,211797.57,27.49
KACHA,1.5,C03834,2024-02-24,233,2399.68,INV-005628,0,Gold Pendant 18K,325,GOLD,22K,7224,1.5,PAID,79989.44,82389.12,11.06
PAKKA,1.5,C01935,2025-12-25,2909,-37.70,INV-005629,0,Silver Ring,168,SILVER,999,77,1.5,PAID,-1256.44,-1294.14,19.28
KACHA,1.5,C01103,2025-02-21,192,83.42,INV-005630,0,Silver Coin 999,214,SILVER,999,103,1.5,PAID,2780.34,2863.76,26.78
PAKKA,1.5,C04270,2024-02-11,782,49.96,INV-005631,0,Silver Ring,110,SILVER,999,101,1.5,PENDING,1665.14,1715.10,23.14
PAKKA,1.5,C06898,2024-03-08,1618,7906.16,INV-005632,0,Gold Necklace 22K,114,GOLD,22K,7144,1.5,PAID,263538.4,271444.56,37.1
KACHA,1.5,C04260,2024-09-06,130,84.44,INV-005633,0,Silver Idol,313,SILVER,999,80,1.5,PAID,2815,2899.44,32.9
PAKKA,1.5,C05271,2025-11-29,2236,35.10,INV-005634,0,Silver Bangle,325,SILVER,999,76,1.5,PAID,1170.04,1205.14,40.54
PAKKA,1.5,C06675,2025-01-10,1312,1708.00,INV-005635,0,Gold Chain 22K,207,GOLD,22K,7384,1.5,PAID,56933.24,58641.24,7.86
KACHA,1.5,C04169,2024-02-17,581,7322.64,INV-005636,0,Gold Ring 22K,355,GOLD,24K,6648,1.5,PAID,244088,251410.64,36.75
KACHA,1.5,C01800,2025-12-22,2058,6652.04,INV-005637,0,Gold Nose Pin 22K,220,GOLD,22K,7292,1.5,PAID,221734.72,228386.76,30.66
KACHA,1.5,C03461,2024-01-15,91,94.50,INV-005638,0,Silver Bangle,451,SILVER,999,99,1.5,PENDING,3149.82,3244.32,28.18
KACHA,1.5,C05726,2024-12-30,245,2546.78,INV-005639,0,Gold Bangle 22K,471,GOLD,22K,6594,1.5,PAID,84892.96,87439.74,12.84
KACHA,1.5,C05619,2024-08-01,1345,7061.92,INV-005640,0,Gold Chain 22K,277,GOLD,18K,6882,1.5,PAID,235397.52,242459.44,34.36
PAKKA,1.5,C01662,2024-05-26,2793,48.66,INV-005641,0,Silver Ring,191,SILVER,999,96,1.5,PAID,1622,1670.66,44
KACHA,1.5,C06110,2024-02-08,2689,8182.66,INV-005642,0,Gold Bracelet 22K,274,GOLD,22K,7411,1.5,PENDING,272755.43,280938.09,37.13
PAKKA,1.5,C02164,2024-10-23,1792,70.84,INV-005643,0,Silver Bangle,406,SILVER,999,99,1.5,PAID,2361.15,2431.99,37.85
KACHA,1.5,C06240,2024-09-14,507,5623.16,INV-005644,0,Gold Pendant 18K,336,GOLD,24K,7300,1.5,PENDING,187439,193062.16,25.7
PAKKA,1.5,C05662,2024-09-27,1031,8561.82,INV-005645,0,Gold Necklace 22K,457,GOLD,22K,7325,1.5,PAID,285394,293955.82,39.04
PAKKA,1.5,C04258,2024-12-07,1697,9894.40,INV-005646,0,Gold Earrings 22K,223,GOLD,18K,7784,1.5,PAID,329813.04,339707.44,42.56
PAKKA,1.5,C01049,2024-10-25,2598,3.76,INV-005647,0,Silver Thali,415,SILVER,999,77,1.5,PAID,125.46,129.22,29.98
KACHA,1.5,C06879,2024-11-15,2651,5408.56,INV-005648,0,Gold Necklace 22K,184,GOLD,18K,7669,1.5,PENDING,180285.27,185693.83,23.83
KACHA,1.5,C07519,2024-08-22,2615,6426.56,INV-005649,0,Gold Earrings 22K,220,GOLD,24K,6881,1.5,PAID,214218.88,220645.44,31.48
PAKKA,1.5,C05723,2024-05-11,646,9761.50,INV-005650,0,Gold Ring 22K,292,GOLD,24K,6910,1.5,PENDING,325383.4,335144.90,47.14
KACHA,1.5,C06640,2025-06-20,302,9847.74,INV-005651,0,Gold Pendant 18K,447,GOLD,24K,6714,1.5,PAID,328258.18,338105.92,48.87
KACHA,1.5,C03259,2024-09-05,570,6008.46,INV-005652,0,Gold Chain 22K,103,GOLD,22K,7139,1.5,PAID,200281.68,206290.14,28.12
KACHA,1.5,C03349,2024-05-17,2855,7809.24,INV-005653,0,Gold Necklace 22K,128,GOLD,24K,7138,1.5,PAID,260308.3,268117.54,36.85
PAKKA,1.5,C07260,2024-05-14,2926,4821.76,INV-005654,0,Gold Pendant 18K,349,GOLD,24K,6641,1.5,PAID,160725.19,165546.95,24.59
KACHA,1.5,C05543,2025-10-28,1025,5151.20,INV-005655,0,Gold Ring 22K,411,GOLD,18K,6830,1.5,PAID,171706.9,176858.10,25.23
KACHA,1.5,C04599,2024-10-25,2681,5483.40,INV-005656,0,Gold Mangalsutra 22K,235,GOLD,24K,6506,1.5,PAID,182779.82,188263.22,28.47
PAKKA,1.5,C08179,2025-11-02,738,4087.10,INV-005657,0,Gold Necklace 22K,183,GOLD,18K,7253,1.5,PENDING,136236.58,140323.68,18.86
PAKKA,1.5,C02051,2024-03-13,2097,3666.36,INV-005658,0,Gold Bangle 22K,426,GOLD,18K,7003,1.5,PAID,122212.07,125878.43,17.69
KACHA,1.5,C03350,2025-05-11,861,11567.04,INV-005659,0,Gold Pendant 18K,297,GOLD,22K,7698,1.5,PAID,385567.68,397134.72,50.16
KACHA,1.5,C05509,2025-02-20,2519,-54.80,INV-005660,0,Silver Idol,253,SILVER,999,78,1.5,PENDING,-1826.86,-1881.66,5.63
KACHA,1.5,C09150,2024-01-18,1940,11261.44,INV-005661,0,Gold Chain 22K,439,GOLD,18K,7668,1.5,PAID,375381.2,386642.64,49.15
PAKKA,1.5,C06493,2025-02-27,2360,3.98,INV-005662,0,Silver Chain,100,SILVER,999,87,1.5,PAID,132.5,136.48,27.5
KACHA,1.5,C04049,2024-09-06,892,3843.32,INV-005663,0,Gold Bangle 22K,166,GOLD,24K,7780,1.5,PAID,128110.8,131954.12,16.56
KACHA,1.5,C02782,2025-12-16,2016,2447.64,INV-005664,0,Gold Necklace 22K,493,GOLD,18K,7597,1.5,PAID,81588.18,84035.82,10.94
KACHA,1.5,C08659,2025-04-02,1962,4734.42,INV-005665,0,Gold Nose Pin 22K,426,GOLD,24K,6804,1.5,PAID,157813.68,162548.10,23.42
KACHA,1.5,C07317,2024-08-18,1708,786.56,INV-005666,0,Gold Ring 22K,320,GOLD,18K,6573,1.5,PAID,26218.6,27005.16,4.2
PAKKA,1.5,C02011,2025-03-13,2559,9419.92,INV-005667,0,Gold Pendant 18K,416,GOLD,18K,6589,1.5,PAID,313997.22,323417.14,47.98
KACHA,1.5,C06200,2025-08-29,656,10532.26,INV-005668,0,Gold Earrings 22K,367,GOLD,24K,6933,1.5,PAID,351075.44,361607.70,50.68
KACHA,1.5,C04853,2024-01-19,1984,66.38,INV-005669,0,Silver Bangle,368,SILVER,999,97,1.5,PAID,2212.59,2278.97,39.47
KACHA,1.5,C06881,2025-12-15,657,7285.30,INV-005670,0,Gold Nose Pin 22K,136,GOLD,24K,6747,1.5,PAID,242843.29,250128.59,36.07
PAKKA,1.5,C01670,2024-09-09,278,2833.88,INV-005671,0,Gold Nose Pin 22K,363,GOLD,22K,7673,1.5,PAID,94462.9,97296.78,12.3
KACHA,1.5,C03626,2025-10-31,934,2115.78,INV-005672,0,Gold Chain 22K,119,GOLD,24K,6775,1.5,PENDING,70525.75,72641.53,10.53
PAKKA,1.5,C07003,2024-04-28,1020,877.86,INV-005673,0,Gold Nose Pin 22K,256,GOLD,18K,7149,1.5,PAID,29261.8,30139.66,4.2
PAKKA,1.5,C03597,2025-03-01,1959,7005.46,INV-005674,0,Gold Bangle 22K,284,GOLD,18K,7029,1.5,PAID,233515.34,240520.80,33.46
PAKKA,1.5,C01333,2024-05-01,2763,2635.68,INV-005675,0,Gold Pendant 18K,392,GOLD,24K,6524,1.5,PENDING,87855.92,90491.60,13.83
KACHA,1.5,C01533,2024-04-27,1414,5102.66,INV-005676,0,Gold Earrings 22K,317,GOLD,18K,7036,1.5,PENDING,170088.88,175191.54,24.33
PAKKA,1.5,C06222,2025-04-27,2905,10096.94,INV-005677,0,Gold Bracelet 22K,359,GOLD,22K,6789,1.5,PAID,336564.55,346661.49,49.95
PAKKA,1.5,C06227,2025-05-17,2244,1455.08,INV-005678,0,Gold Pendant 18K,407,GOLD,24K,7264,1.5,PAID,48502.52,49957.60,6.93
KACHA,1.5,C01732,2024-12-03,1501,10052.42,INV-005679,0,Gold Ring 22K,153,GOLD,22K,6990,1.5,PAID,335080.7,345133.12,48.13
